nox_measure,sox_measure,tsp_measure
11.74,24.28,2.31
11.74,24.28,2.31
11.74,24.28,2.31
11.74,24.28,2.31
11.74,24.28,2.31
3.82,7.61,1.81
0.15,3.17,1.86
0.15,3.17,1.86
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
12.09,23.78,2.21
3.88,7.59,1.8
0.16,3.25,1.86
0.16,3.25,1.86
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
12.63,23.1,2.23
3.9,7.38,1.8
0.13,3.28,1.84
0.13,3.28,1.84
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
12.05,22.52,2.14
3.73,7.56,1.81
0.17,3.05,1.83
0.17,3.05,1.83
12.25,23.59,2.15
12.25,23.59,2.15
12.25,23.59,2.15
12.25,23.59,2.15
12.25,23.59,2.15
12.25,23.59,2.15
12.25,23.59,2.15
12.25,23.59,2.15
23.905,6.12,4.955
23.905,6.12,4.955
23.905,6.12,4.955
23.905,6.12,4.955
23.905,6.12,4.955
23.905,6.12,4.955
3.77,7.2,1.79
0.17,2.85,1.83
0.17,2.85,1.83
12.21,23.71,2.14
12.21,23.71,2.14
12.21,23.71,2.14
12.21,23.71,2.14
12.21,23.71,2.14
12.21,23.71,2.14
12.21,23.71,2.14
12.21,23.71,2.14
23.905,0.67,4.955
23.905,0.67,4.955
23.905,0.67,4.955
23.905,0.67,4.955
23.905,0.67,4.955
23.905,0.67,4.955
3.78,6.95,1.78
0.19,3.04,1.84
0.19,3.04,1.84
12.06,23.44,2.08
12.06,23.44,2.08
12.06,23.44,2.08
12.06,23.44,2.08
12.06,23.44,2.08
12.06,23.44,2.08
12.06,23.44,2.08
12.06,23.44,2.08
23.905,0.81,0.15
23.905,0.81,0.15
23.905,0.81,0.15
23.905,0.81,0.15
23.905,0.81,0.15
23.905,0.81,0.15
3.48,6.84,1.79
0.23,3.06,1.88
0.23,3.06,1.88
11.3,23.68,1.94
11.3,23.68,1.94
11.3,23.68,1.94
11.3,23.68,1.94
11.3,23.68,1.94
11.3,23.68,1.94
11.3,23.68,1.94
11.3,23.68,1.94
23.905,0.44,0.08
23.905,0.44,0.08
23.905,0.44,0.08
23.905,0.44,0.08
23.905,0.44,0.08
23.905,0.44,0.08
3.92,6.71,1.77
0.26,3.11,1.89
0.26,3.11,1.89
11.88,24.27,1.8
11.88,24.27,1.8
11.88,24.27,1.8
11.88,24.27,1.8
11.88,24.27,1.8
11.88,24.27,1.8
11.88,24.27,1.8
11.88,24.27,1.8
23.905,0.38,0.07
23.905,0.38,0.07
23.905,0.38,0.07
23.905,0.38,0.07
23.905,0.38,0.07
23.905,0.38,0.07
3.58,6.85,1.73
0.26,3.08,1.93
0.26,3.08,1.93
11.8,24.84,1.68
11.8,24.84,1.68
11.8,24.84,1.68
11.8,24.84,1.68
11.8,24.84,1.68
11.8,24.84,1.68
11.8,24.84,1.68
11.8,24.84,1.68
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
2.06,7.01,1.72
0.26,3.19,1.96
0.26,3.19,1.96
11.18,24.82,1.57
11.18,24.82,1.57
11.18,24.82,1.57
11.18,24.82,1.57
11.18,24.82,1.57
11.18,24.82,1.57
11.18,24.82,1.57
11.18,24.82,1.57
23.905,0.37,0.07
23.905,0.37,0.07
23.905,0.37,0.07
23.905,0.37,0.07
23.905,0.37,0.07
23.905,0.37,0.07
2.25,7.22,1.72
2.25,7.22,1.99
2.25,7.22,1.99
12.3,24.33,1.44
12.3,24.33,1.44
12.3,24.33,1.44
12.3,24.33,1.44
12.3,24.33,1.44
12.3,24.33,1.44
12.3,24.33,1.44
12.3,24.33,1.44
23.905,0.31,0.05
23.905,0.31,0.05
23.905,0.31,0.05
23.905,0.31,0.05
23.905,0.31,0.05
23.905,0.31,0.05
3.18,7.45,1.69
0.6,2.64,2.07
0.6,2.64,2.07
11.71,22.53,1.37
11.71,22.53,1.37
11.71,22.53,1.37
11.71,22.53,1.37
11.71,22.53,1.37
11.71,22.53,1.37
11.71,22.53,1.37
11.71,22.53,1.37
23.905,0.3,0.04
23.905,0.3,0.04
23.905,0.3,0.04
23.905,0.3,0.04
23.905,0.3,0.04
23.905,0.3,0.04
3.93,7.62,0.04
3.93,7.62,0.04
3.93,7.62,0.04
11.04,19.84,1.38
11.04,19.84,1.38
11.04,19.84,1.38
11.04,19.84,1.38
11.04,19.84,1.38
11.04,19.84,1.38
11.04,19.84,1.38
11.04,19.84,1.38
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
2.61,7.48,1.68
2.61,7.48,1.68
2.61,7.48,1.68
11.62,17.16,1.31
11.62,17.16,1.31
11.62,17.16,1.31
11.62,17.16,1.31
11.62,17.16,1.31
11.62,17.16,1.31
11.62,17.16,1.31
11.62,17.16,1.31
23.905,0.31,0.03
23.905,0.31,0.03
23.905,0.31,0.03
23.905,0.31,0.03
23.905,0.31,0.03
23.905,0.31,0.03
5.04,6.76,1.65
5.04,6.76,1.65
5.04,6.76,1.65
11.17,14.48,1.53
11.17,14.48,1.53
11.17,14.48,1.53
11.17,14.48,1.53
11.17,14.48,1.53
11.17,14.48,1.53
11.17,14.48,1.53
11.17,14.48,1.53
23.905,0.3,0.03
23.905,0.3,0.03
23.905,0.3,0.03
23.905,0.3,0.03
23.905,0.3,0.03
23.905,0.3,0.03
3.82,6.47,1.66
3.82,6.47,1.66
3.82,6.47,1.66
11.75,12.97,1.84
11.75,12.97,1.84
11.75,12.97,1.84
11.75,12.97,1.84
11.75,12.97,1.84
11.75,12.97,1.84
11.75,12.97,1.84
11.75,12.97,1.84
23.905,0.3,0.04
23.905,0.3,0.04
23.905,0.3,0.04
23.905,0.3,0.04
23.905,0.3,0.04
23.905,0.3,0.04
3.53,6.1,1.63
3.53,6.1,1.63
3.53,6.1,1.63
13.18,11.85,2.06
13.18,11.85,2.06
13.18,11.85,2.06
13.18,11.85,2.06
13.18,11.85,2.06
13.18,11.85,2.06
13.18,11.85,2.06
13.18,11.85,2.06
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
3.69,5.92,1.6
3.69,5.92,1.6
3.69,5.92,1.6
12.12,11.39,2.24
12.12,11.39,2.24
12.12,11.39,2.24
12.12,11.39,2.24
12.12,11.39,2.24
12.12,11.39,2.24
12.12,11.39,2.24
12.12,11.39,2.24
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
3.52,6.42,1.62
3.52,6.42,1.62
3.52,6.42,1.62
15.39,11.09,2.32
15.39,11.09,2.32
15.39,11.09,2.32
15.39,11.09,2.32
15.39,11.09,2.32
15.39,11.09,2.32
15.39,11.09,2.32
15.39,11.09,2.32
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
3.34,7.65,1.58
3.34,7.65,1.58
3.34,7.65,1.58
13.12,12.83,1.64
13.12,12.83,1.64
13.12,12.83,1.64
13.12,12.83,1.64
13.12,12.83,1.64
13.12,12.83,1.64
13.12,12.83,1.64
8.73,0.0,0.08
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
2.78,8.44,1.76
2.78,8.44,1.76
2.78,8.44,1.76
10.36,13.32,1.58
10.36,13.32,1.58
10.36,13.32,1.58
10.36,13.32,1.58
10.36,13.32,1.58
10.36,13.32,1.58
10.36,13.32,1.58
23.905,0.0,0.12
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
23.905,0.28,0.04
3.7,6.85,1.73
3.7,6.85,1.73
3.7,6.85,1.73
11.47,12.82,1.74
11.47,12.82,1.74
11.47,12.82,1.74
11.47,12.82,1.74
11.47,12.82,1.74
11.47,12.82,1.74
11.47,12.82,1.74
23.905,0.0,0.07
23.905,0.29,0.05
23.905,0.29,0.05
23.905,0.29,0.05
23.905,0.29,0.05
23.905,0.29,0.05
23.905,0.29,0.05
4.92,8.11,1.67
4.92,8.11,1.67
4.92,8.11,1.67
11.97,12.6,1.68
11.97,12.6,1.68
11.97,12.6,1.68
11.97,12.6,1.68
11.97,12.6,1.68
11.97,12.6,1.68
11.97,12.6,1.68
23.905,17.98,0.14
23.905,0.28,0.05
23.905,0.28,0.05
23.905,0.28,0.05
23.905,0.28,0.05
23.905,0.28,0.05
23.905,0.28,0.05
4.98,9.13,1.63
0.89,1.57,2.47
0.89,1.57,2.47
11.5,13.06,1.61
11.5,13.06,1.61
11.5,13.06,1.61
11.5,13.06,1.61
11.5,13.06,1.61
11.5,13.06,1.61
11.5,13.06,1.61
23.905,0.06,1.61
23.905,0.3,0.05
23.905,0.3,0.05
23.905,0.3,0.05
6.22,0.3,0.05
7.58,0.3,0.05
7.58,0.3,0.05
4.76,9.25,1.53
0.97,1.49,2.32
0.97,1.49,2.32
11.88,12.81,1.6
11.88,12.81,1.6
11.88,12.81,1.6
11.88,12.81,1.6
11.88,12.81,1.6
11.88,12.81,1.6
11.88,12.81,1.6
23.905,0.0,0.04
23.905,0.34,0.07
23.905,0.34,0.07
23.905,0.34,0.07
5.85,0.34,0.07
6.37,0.34,0.07
6.37,0.34,0.07
4.83,9.88,1.58
1.09,1.31,2.29
1.09,1.31,2.29
1.09,1.31,1.52
1.09,1.31,1.52
1.09,1.31,1.52
1.09,1.31,1.52
1.09,1.31,1.52
1.09,1.31,1.52
1.09,1.31,1.52
4.7,0.0,0.03
23.905,0.49,0.08
23.905,0.49,0.08
23.905,0.49,0.08
5.95,0.49,0.08
6.15,0.49,0.08
6.15,0.49,0.08
4.31,10.14,1.57
1.0,1.31,2.23
1.0,1.31,2.23
13.06,9.95,1.43
13.06,9.95,1.43
13.06,9.95,1.43
13.06,9.95,1.43
13.06,9.95,1.43
13.06,9.95,1.43
13.06,9.95,1.43
13.06,9.95,1.43
13.06,9.95,1.43
13.06,9.95,1.43
13.06,9.95,1.43
3.89,11.26,1.54
1.38,2.05,2.46
1.38,2.05,2.46
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
11.62,25.66,1.47
3.8,13.36,1.47
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
1.79,1.94,2.62
4.47,11.51,1.52
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
2.13,2.32,2.6
3.17,8.22,1.61
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
1.78,2.49,2.57
3.96,7.9,1.62
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
1.34,2.3,2.13
3.75,7.55,1.62
1.28,2.51,2.11
1.28,2.51,2.11
1.28,2.51,2.11
1.28,2.51,2.11
1.28,2.51,2.11
1.28,2.51,2.11
1.28,2.51,2.11
1.28,2.51,2.11
1.28,2.51,2.11
4.06,8.14,1.87
4.06,8.14,1.87
4.06,8.14,1.87
4.06,8.14,1.87
4.06,8.14,1.87
4.06,8.14,1.87
4.06,8.14,1.87
3.93,7.11,1.62
0.74,2.23,2.08
0.74,2.23,2.08
0.74,2.23,2.08
0.74,2.23,2.08
0.74,2.23,2.08
0.74,2.23,2.08
0.74,2.23,2.08
0.74,2.23,2.08
0.74,2.23,2.08
1.49,0.76,0.03
1.49,0.76,0.03
1.49,0.76,0.03
1.49,0.76,0.03
1.49,0.76,0.03
1.49,0.76,0.03
1.49,0.76,0.03
3.76,6.88,1.61
0.31,2.41,2.19
0.31,2.41,2.19
0.31,2.41,2.19
0.31,2.41,2.19
0.31,2.41,2.19
0.31,2.41,2.19
0.31,2.41,2.19
0.31,2.41,2.19
0.31,2.41,2.19
2.42,0.84,0.03
2.42,0.84,0.03
2.42,0.84,0.03
2.42,0.84,0.03
2.42,0.84,0.03
2.42,0.84,0.03
2.42,0.84,0.03
4.48,9.52,1.58
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
0.24,2.28,2.59
5.31,10.86,1.51
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
0.4,1.98,2.43
4.18,12.17,1.54
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
0.48,2.21,2.35
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
4.62,12.98,1.54
23.905,12.98,1.54
23.905,12.98,1.54
23.905,12.98,1.54
5.97,9.11,1.52
5.97,9.11,1.52
5.97,9.11,1.52
11.77,27.41,1.7
11.77,27.41,1.7
11.77,27.41,1.7
11.77,27.41,1.7
11.77,27.41,1.7
11.77,27.41,1.7
11.77,27.41,1.7
11.77,27.41,1.7
11.77,27.41,1.7
11.77,27.41,1.7
11.77,27.41,1.7
16.9,27.41,1.7
7.67,27.41,1.7
7.67,27.41,1.7
5.36,6.8,1.54
5.36,6.8,1.54
5.36,6.8,1.54
12.12,26.81,1.72
12.12,26.81,1.72
12.12,26.81,1.72
12.12,26.81,1.72
12.12,26.81,1.72
12.12,26.81,1.72
12.12,26.81,1.72
12.12,26.81,1.72
12.12,26.81,1.72
12.12,26.81,1.72
12.12,26.81,1.72
6.04,26.81,1.72
6.77,26.81,1.72
6.77,26.81,1.72
4.34,6.85,1.54
1.07,1.93,2.36
1.07,1.93,2.36
1.07,1.93,1.7
1.07,1.93,1.7
1.07,1.93,1.7
1.07,1.93,1.7
1.07,1.93,1.7
1.07,1.93,1.7
1.07,1.93,1.7
3.81,3.12,0.03
3.81,3.12,0.03
3.81,3.12,0.03
3.81,3.12,0.03
5.17,3.12,0.03
5.72,3.12,0.03
5.72,3.12,0.03
4.36,6.73,1.62
0.69,1.89,2.33
0.69,1.89,2.33
12.01,29.21,1.72
12.01,29.21,1.72
12.01,29.21,1.72
12.01,29.21,1.72
12.01,29.21,1.72
12.01,29.21,1.72
12.01,29.21,1.72
2.94,2.01,0.03
2.94,2.01,0.03
2.94,2.01,0.03
2.94,2.01,0.03
5.58,2.01,0.03
5.81,2.01,0.03
5.81,2.01,0.03
4.88,7.4,1.58
0.41,1.96,2.37
0.41,1.96,2.37
11.98,28.32,1.72
11.98,28.32,1.72
11.98,28.32,1.72
11.98,28.32,1.72
11.98,28.32,1.72
11.98,28.32,1.72
11.98,28.32,1.72
3.85,1.82,0.03
3.85,1.82,0.03
3.85,1.82,0.03
3.85,1.82,0.03
5.57,1.82,0.03
5.77,1.82,0.03
5.77,1.82,0.03
4.51,8.68,1.57
0.44,2.02,2.31
0.44,2.02,2.31
11.66,26.7,1.76
11.66,26.7,1.76
11.66,26.7,1.76
11.66,26.7,1.76
11.66,26.7,1.76
11.66,26.7,1.76
11.66,26.7,1.76
3.27,2.85,0.03
3.27,2.85,0.03
3.27,2.85,0.03
3.27,2.85,0.03
5.57,2.85,0.03
5.76,2.85,0.03
5.76,2.85,0.03
4.42,11.12,1.55
0.5,1.93,1.55
0.5,1.93,1.55
11.69,27.75,1.55
11.69,27.75,1.55
11.69,27.75,1.55
11.69,27.75,1.55
11.69,27.75,1.55
11.69,27.75,1.55
11.69,27.75,1.55
3.46,3.13,0.03
3.46,3.13,0.03
3.46,3.13,0.03
3.46,3.13,0.03
5.58,3.13,0.03
5.76,3.13,0.03
5.76,3.13,0.03
3.98,8.31,1.55
0.47,2.21,2.31
0.47,2.21,2.31
12.21,25.62,1.85
12.21,25.62,1.85
12.21,25.62,1.85
12.21,25.62,1.85
12.21,25.62,1.85
12.21,25.62,1.85
12.21,25.62,1.85
3.92,2.89,0.03
3.92,2.89,0.03
3.92,2.89,0.03
3.92,2.89,0.03
5.57,2.89,0.03
5.86,2.89,0.03
5.86,2.89,0.03
4.45,7.95,1.59
0.48,2.17,2.3
0.48,2.17,2.3
11.72,23.99,1.77
11.72,23.99,1.77
11.72,23.99,1.77
11.72,23.99,1.77
11.72,23.99,1.77
11.72,23.99,1.77
11.72,23.99,1.77
2.04,2.87,0.03
2.04,2.87,0.03
2.04,2.87,0.03
2.04,2.87,0.03
5.62,2.87,0.03
5.91,2.87,0.03
5.91,2.87,0.03
5.01,7.35,1.58
0.49,1.76,2.38
0.49,1.76,2.38
11.82,23.14,1.77
11.82,23.14,1.77
11.82,23.14,1.77
11.82,23.14,1.77
11.82,23.14,1.77
11.82,23.14,1.77
11.82,23.14,1.77
2.79,2.74,0.03
2.79,2.74,0.03
2.79,2.74,0.03
2.79,2.74,0.03
5.87,2.74,0.03
11.07,2.74,0.03
11.07,2.74,0.03
5.05,9.93,1.56
0.5,1.68,2.39
0.5,1.68,2.39
11.63,23.68,1.77
11.63,23.68,1.77
11.63,23.68,1.77
11.63,23.68,1.77
11.63,23.68,1.77
11.63,23.68,1.77
11.63,23.68,1.77
2.96,2.73,0.03
2.96,2.73,0.03
2.96,2.73,0.03
2.96,2.73,0.03
2.96,2.73,0.03
2.96,2.73,0.03
2.96,2.73,0.03
4.87,8.96,1.56
0.62,2.1,2.64
0.62,2.1,2.64
11.47,23.08,1.94
11.47,23.08,1.94
11.47,23.08,1.94
11.47,23.08,1.94
11.47,23.08,1.94
11.47,23.08,1.94
11.47,23.08,1.94
1.86,2.81,0.03
1.86,2.81,0.03
1.86,2.81,0.03
1.86,2.81,0.03
1.86,2.81,0.03
1.86,2.81,0.03
1.86,2.81,0.03
4.92,8.83,1.57
0.62,2.1,3.79
0.62,2.1,3.79
11.7,23.23,1.9
11.7,23.23,1.9
11.7,23.23,1.9
11.7,23.23,1.9
11.7,23.23,1.9
11.7,23.23,1.9
11.7,23.23,1.9
2.43,2.82,0.03
2.43,2.82,0.03
2.43,2.82,0.03
2.43,2.82,0.03
2.43,2.82,0.03
2.43,2.82,0.03
2.43,2.82,0.03
4.76,9.07,1.57
0.48,2.13,3.96
0.48,2.13,3.96
12.26,22.98,1.93
12.26,22.98,1.93
12.26,22.98,1.93
12.26,22.98,1.93
12.26,22.98,1.93
12.26,22.98,1.93
12.26,22.98,1.93
3.31,2.77,0.03
3.31,2.77,0.03
3.31,2.77,0.03
3.31,2.77,0.03
3.31,2.77,0.03
3.31,2.77,0.03
3.31,2.77,0.03
4.58,9.99,1.57
0.48,2.31,3.87
0.48,2.31,3.87
12.26,23.39,1.93
12.26,23.39,1.93
12.26,23.39,1.93
12.26,23.39,1.93
12.26,23.39,1.93
12.26,23.39,1.93
12.26,23.39,1.93
1.92,2.61,0.03
1.92,2.61,0.03
1.92,2.61,0.03
1.92,2.61,0.03
1.92,2.61,0.03
1.92,2.61,0.03
1.92,2.61,0.03
4.55,11.5,1.57
0.45,2.18,3.91
0.45,2.18,3.91
12.64,23.48,1.81
12.64,23.48,1.81
12.64,23.48,1.81
12.64,23.48,1.81
12.64,23.48,1.81
12.64,23.48,1.81
12.64,23.48,1.81
2.65,2.75,0.02
2.65,2.75,0.02
2.65,2.75,0.02
2.65,2.75,0.02
2.65,2.75,0.02
2.65,2.75,0.02
2.65,2.75,0.02
4.63,11.97,1.55
0.46,2.49,4.02
0.46,2.49,4.02
12.03,23.61,1.79
12.03,23.61,1.79
12.03,23.61,1.79
12.03,23.61,1.79
12.03,23.61,1.79
12.03,23.61,1.79
12.03,23.61,1.79
3.27,2.87,0.03
3.27,2.87,0.03
3.27,2.87,0.03
3.27,2.87,0.03
3.27,2.87,0.03
3.27,2.87,0.03
3.27,2.87,0.03
4.7,10.71,1.6
0.58,2.45,2.32
0.58,2.45,2.32
11.69,24.65,1.8
11.69,24.65,1.8
11.69,24.65,1.8
11.69,24.65,1.8
11.69,24.65,1.8
11.69,24.65,1.8
11.69,24.65,1.8
1.95,2.81,0.02
1.95,2.81,0.02
1.95,2.81,0.02
1.95,2.81,0.02
1.95,2.81,0.02
1.95,2.81,0.02
1.95,2.81,0.02
4.82,11.07,1.59
0.6,2.26,2.28
0.6,2.26,2.28
11.84,23.32,1.82
11.84,23.32,1.82
11.84,23.32,1.82
11.84,23.32,1.82
11.84,23.32,1.82
11.84,23.32,1.82
11.84,23.32,1.82
2.7,2.94,0.02
2.7,2.94,0.02
2.7,2.94,0.02
2.7,2.94,0.02
2.7,2.94,0.02
2.7,2.94,0.02
2.7,2.94,0.02
4.95,12.07,1.59
0.81,2.59,2.19
0.81,2.59,2.19
12.08,23.47,1.82
12.08,23.47,1.82
12.08,23.47,1.82
12.08,23.47,1.82
12.08,23.47,1.82
12.08,23.47,1.82
12.08,23.47,1.82
2.6,2.99,0.02
2.6,2.99,0.02
2.6,2.99,0.02
2.6,2.99,0.02
2.6,2.99,0.02
2.6,2.99,0.02
2.6,2.99,0.02
4.93,13.57,1.61
0.78,2.34,2.08
0.78,2.34,2.08
12.41,23.43,1.8
12.41,23.43,1.8
12.41,23.43,1.8
12.41,23.43,1.8
12.41,23.43,1.8
12.41,23.43,1.8
12.41,23.43,1.8
2.04,3.01,0.03
2.04,3.01,0.03
2.04,3.01,0.03
2.04,3.01,0.03
2.04,3.01,0.03
2.04,3.01,0.03
2.04,3.01,0.03
5.04,13.35,1.63
0.78,2.06,2.08
0.78,2.06,2.08
11.91,22.62,1.81
11.91,22.62,1.81
11.91,22.62,1.81
11.91,22.62,1.81
11.91,22.62,1.81
11.91,22.62,1.81
11.91,22.62,1.81
3.15,2.89,0.03
3.15,2.89,0.03
3.15,2.89,0.03
3.15,2.89,0.03
3.15,2.89,0.03
3.15,2.89,0.03
3.15,2.89,0.03
5.44,12.31,1.56
0.58,1.73,2.06
0.58,1.73,2.06
12.99,21.42,1.71
12.99,21.42,1.71
12.99,21.42,1.71
12.99,21.42,1.71
12.99,21.42,1.71
12.99,21.42,1.71
12.99,21.42,1.71
2.61,2.9,0.03
2.61,2.9,0.03
2.61,2.9,0.03
2.61,2.9,0.03
2.61,2.9,0.03
2.61,2.9,0.03
2.61,2.9,0.03
5.29,10.31,1.57
0.58,2.0,2.01
0.58,2.0,2.01
12.14,19.26,1.7
12.14,19.26,1.7
12.14,19.26,1.7
12.14,19.26,1.7
12.14,19.26,1.7
12.14,19.26,1.7
12.14,19.26,1.7
2.38,3.16,0.03
2.38,3.16,0.03
2.38,3.16,0.03
2.38,3.16,0.03
2.38,3.16,0.03
2.38,3.16,0.03
2.38,3.16,0.03
5.33,9.88,1.58
0.57,1.66,2.01
0.57,1.66,2.01
11.83,18.88,1.64
11.83,18.88,1.64
11.83,18.88,1.64
11.83,18.88,1.64
11.83,18.88,1.64
11.83,18.88,1.64
11.83,18.88,1.64
2.95,3.06,0.03
2.95,3.06,0.03
2.95,3.06,0.03
2.95,3.06,0.03
2.95,3.06,0.03
2.95,3.06,0.03
2.95,3.06,0.03
5.3,10.99,1.59
0.55,1.68,2.03
0.55,1.68,2.03
13.16,18.35,1.6
13.16,18.35,1.6
13.16,18.35,1.6
13.16,18.35,1.6
13.16,18.35,1.6
13.16,18.35,1.6
13.16,18.35,1.6
1.92,3.09,0.03
1.92,3.09,0.03
1.92,3.09,0.03
1.92,3.09,0.03
1.92,3.09,0.03
1.92,3.09,0.03
1.92,3.09,0.03
5.32,12.18,1.55
0.48,1.68,2.02
0.48,1.68,2.02
12.19,18.04,1.56
12.19,18.04,1.56
12.19,18.04,1.56
12.19,18.04,1.56
12.19,18.04,1.56
12.19,18.04,1.56
12.19,18.04,1.56
3.3,3.0,0.02
3.3,3.0,0.02
3.3,3.0,0.02
3.3,3.0,0.02
3.3,3.0,0.02
3.3,3.0,0.02
3.3,3.0,0.02
5.24,12.1,1.56
0.48,1.64,2.05
0.48,1.64,2.05
11.76,17.57,1.56
11.76,17.57,1.56
11.76,17.57,1.56
11.76,17.57,1.56
11.76,17.57,1.56
11.76,17.57,1.56
11.76,17.57,1.56
3.12,3.03,0.03
3.12,3.03,0.03
3.12,3.03,0.03
3.12,3.03,0.03
3.12,3.03,0.03
3.12,3.03,0.03
3.12,3.03,0.03
4.79,11.44,1.55
0.56,1.76,1.99
0.56,1.76,1.99
12.28,17.14,1.56
12.28,17.14,1.56
12.28,17.14,1.56
12.28,17.14,1.56
12.28,17.14,1.56
12.28,17.14,1.56
12.28,17.14,1.56
2.43,3.01,0.03
2.43,3.01,0.03
2.43,3.01,0.03
2.43,3.01,0.03
2.43,3.01,0.03
2.43,3.01,0.03
2.43,3.01,0.03
4.79,10.57,1.59
0.56,1.55,2.0
0.56,1.55,2.0
12.07,17.58,1.54
12.07,17.58,1.54
12.07,17.58,1.54
12.07,17.58,1.54
